Order,Site,BIDS_subID,BIDS_session,BIDS_run,data_to_nifti,filter_count_runs_per_sub,filter_count_runs_per_session,Original_ID,Original_data_structure (subID to nifti),"Modality (T1w, T2w, T2*w, BOLD, etc)",Sex,Age(Years),Age(Weeks),Age(Days),DOB,Date of Scan,Experimental_Condition,Species,"Usage (PRIME1, UWMadison, PRIME2, BrainCharts)",Path to Raw Data Folder (ACCESS),Path to Raw Data Folder (Server),Notes,,JSON,Longitudinal_ID
5266,site-OHSU-UIUC,209216,003,1,sub-209216/ses-003/anat/sub-209216_ses-003_run-01_T1w.nii.gz,,0,34283,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34283/ses-10202015/anat/sub-Neuringer3428308212015_ses-20150821_run-01_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5267,site-OHSU-UIUC,209216,003,2,sub-209216/ses-003/anat/sub-209216_ses-003_run-02_T1w.nii.gz,,0,34283,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34283/ses-10202015/anat/sub-Neuringer3428308212015_ses-20150821_run-02_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5268,site-OHSU-UIUC,209216,003,3,sub-209216/ses-003/anat/sub-209216_ses-003_run-03_T1w.nii.gz,,0,34283,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34283/ses-10202015/anat/sub-Neuringer3428308212015_ses-20150821_run-03_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5269,site-OHSU-UIUC,209216,003,1,sub-209216/ses-003/func/sub-209216_ses-003_task-resting_bold.nii.gz,,0,34283,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34283/ses-10202015/func/sub-Neuringer3428308212015_ses-20150821_task-resting_bold.nii.gz,bold,F,,,,,,,Rhesus Macaque,,,,,,,
5270,site-OHSU-UIUC,209216,003,1,sub-209216/ses-003/fmap/sub-209216_ses-003_dir-AP_epi.nii.gz,,0,34283,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34283/ses-10202015/fmap/sub-Neuringer3428308212015_ses-20150821_dir-AP_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5271,site-OHSU-UIUC,209216,003,1,sub-209216/ses-003/fmap/sub-209216_ses-003_dir-PA_epi.nii.gz,,0,34283,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34283/ses-10202015/fmap/sub-Neuringer3428308212015_ses-20150821_dir-PA_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5272,site-OHSU-UIUC,209217,001,1,sub-209217/ses-001/anat/sub-209217_ses-001_run-01_T1w.nii.gz,,1,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-02052015/anat/sub-Neuringer34048KneeCoil02052015_ses-20150205_run-01_T1w.nii.gz,T1w,M,0.21,11,77,,,,Rhesus Macaque,,,,,,,
5273,site-OHSU-UIUC,209217,001,4,sub-209217/ses-001/anat/sub-209217_ses-001_run-04_T1w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-02052015/anat/sub-Neuringer34048KneeCoil02052015_ses-20150205_run-04_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5274,site-OHSU-UIUC,209217,001,1,sub-209217/ses-001/anat/sub-209217_ses-001_T2w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-02052015/anat/sub-Neuringer34048KneeCoil02052015_ses-20150205_T2w.nii.gz,T2w,M,,,,,,,Rhesus Macaque,,,,,,,
5275,site-OHSU-UIUC,209217,001,2,sub-209217/ses-001/anat/sub-209217_ses-001_run-02_T1w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-02052015/anat/sub-Neuringer34048KneeCoil02052015_ses-20150205_run-02_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5276,site-OHSU-UIUC,209217,001,3,sub-209217/ses-001/anat/sub-209217_ses-001_run-03_T1w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-02052015/anat/sub-Neuringer34048KneeCoil02052015_ses-20150205_run-03_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5277,site-OHSU-UIUC,209217,001,1,sub-209217/ses-001/func/sub-209217_ses-001_task-resting_bold.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-02052015/func/sub-Neuringer34048KneeCoil02052015_ses-20150205_task-resting_bold.nii.gz,bold,M,,,,,,,Rhesus Macaque,,,,,,,
5278,site-OHSU-UIUC,209217,001,1,sub-209217/ses-001/fmap/sub-209217_ses-001_dir-PA_epi.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-02052015/fmap/sub-Neuringer34048KneeCoil02052015_ses-20150205_dir-PA_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5279,site-OHSU-UIUC,209217,001,1,sub-209217/ses-001/fmap/sub-209217_ses-001_dir-AP_epi.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-02052015/fmap/sub-Neuringer34048KneeCoil02052015_ses-20150205_dir-AP_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5280,site-OHSU-UIUC,209217,002,1,sub-209217/ses-002/anat/sub-209217_ses-002_T2w.nii.gz,,1,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-03202015/anat/sub-Neuringer3404803202015_ses-20150320_T2w.nii.gz,T2w,M,0.33,17.1428571,120,,,,Rhesus Macaque,,,,,,,
5281,site-OHSU-UIUC,209217,002,3,sub-209217/ses-002/anat/sub-209217_ses-002_run-03_T1w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-03202015/anat/sub-Neuringer3404803202015_ses-20150320_run-03_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5282,site-OHSU-UIUC,209217,002,4,sub-209217/ses-002/anat/sub-209217_ses-002_run-04_T1w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-03202015/anat/sub-Neuringer3404803202015_ses-20150320_run-04_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5283,site-OHSU-UIUC,209217,002,2,sub-209217/ses-002/anat/sub-209217_ses-002_run-02_T1w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-03202015/anat/sub-Neuringer3404803202015_ses-20150320_run-02_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5284,site-OHSU-UIUC,209217,002,1,sub-209217/ses-002/anat/sub-209217_ses-002_run-01_T1w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-03202015/anat/sub-Neuringer3404803202015_ses-20150320_run-01_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5285,site-OHSU-UIUC,209217,002,1,sub-209217/ses-002/func/sub-209217_ses-002_task-resting_bold.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-03202015/func/sub-Neuringer3404803202015_ses-20150320_task-resting_bold.nii.gz,bold,M,,,,,,,Rhesus Macaque,,,,,,,
5286,site-OHSU-UIUC,209217,002,1,sub-209217/ses-002/fmap/sub-209217_ses-002_dir-AP_epi.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-03202015/fmap/sub-Neuringer3404803202015_ses-20150320_dir-AP_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5287,site-OHSU-UIUC,209217,002,1,sub-209217/ses-002/fmap/sub-209217_ses-002_dir-PA_epi.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-03202015/fmap/sub-Neuringer3404803202015_ses-20150320_dir-PA_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5288,site-OHSU-UIUC,209217,003,2,sub-209217/ses-003/anat/sub-209217_ses-003_run-02_T1w.nii.gz,,1,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-05202015/anat/sub-Neuringer3404805202015KneeCoil_ses-20150520_run-02_T1w.nii.gz,T1w,M,0.50,25.8571429,181,,,,Rhesus Macaque,,,,,,,
5289,site-OHSU-UIUC,209217,003,1,sub-209217/ses-003/anat/sub-209217_ses-003_run-01_T1w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-05202015/anat/sub-Neuringer3404805202015KneeCoil_ses-20150520_run-01_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5290,site-OHSU-UIUC,209217,003,5,sub-209217/ses-003/anat/sub-209217_ses-003_run-05_T1w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-05202015/anat/sub-Neuringer3404805202015KneeCoil_ses-20150520_run-05_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5291,site-OHSU-UIUC,209217,003,4,sub-209217/ses-003/anat/sub-209217_ses-003_run-04_T1w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-05202015/anat/sub-Neuringer3404805202015KneeCoil_ses-20150520_run-04_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5292,site-OHSU-UIUC,209217,003,1,sub-209217/ses-003/anat/sub-209217_ses-003_T2w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-05202015/anat/sub-Neuringer3404805202015KneeCoil_ses-20150520_T2w.nii.gz,T2w,M,,,,,,,Rhesus Macaque,,,,,,,
5293,site-OHSU-UIUC,209217,003,3,sub-209217/ses-003/anat/sub-209217_ses-003_run-03_T1w.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-05202015/anat/sub-Neuringer3404805202015KneeCoil_ses-20150520_run-03_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5294,site-OHSU-UIUC,209217,003,1,sub-209217/ses-003/func/sub-209217_ses-003_task-resting_bold.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-05202015/func/sub-Neuringer3404805202015KneeCoil_ses-20150520_task-resting_bold.nii.gz,bold,M,,,,,,,Rhesus Macaque,,,,,,,
5295,site-OHSU-UIUC,209217,003,1,sub-209217/ses-003/fmap/sub-209217_ses-003_dir-PA_epi.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-05202015/fmap/sub-Neuringer3404805202015KneeCoil_ses-20150520_dir-PA_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5296,site-OHSU-UIUC,209217,003,1,sub-209217/ses-003/fmap/sub-209217_ses-003_dir-AP_epi.nii.gz,,0,34048,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34048/ses-05202015/fmap/sub-Neuringer3404805202015KneeCoil_ses-20150520_dir-AP_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5297,site-OHSU-UIUC,209218,001,3,sub-209218/ses-001/anat/sub-209218_ses-001_run-03_T1w.nii.gz,,1,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-10142015/anat/sub-Neuringer3442008112015KneeCoil_ses-20150811_run-03_T1w.nii.gz,T1w,F,0.35,18.2857143,128,,,,Rhesus Macaque,,,,,,,
5298,site-OHSU-UIUC,209218,001,2,sub-209218/ses-001/anat/sub-209218_ses-001_run-02_T1w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-10142015/anat/sub-Neuringer3442008112015KneeCoil_ses-20150811_run-02_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5299,site-OHSU-UIUC,209218,001,4,sub-209218/ses-001/anat/sub-209218_ses-001_run-04_T1w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-10142015/anat/sub-Neuringer3442008112015KneeCoil_ses-20150811_run-04_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5300,site-OHSU-UIUC,209218,001,1,sub-209218/ses-001/anat/sub-209218_ses-001_run-01_T1w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-10142015/anat/sub-Neuringer3442008112015KneeCoil_ses-20150811_run-01_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5301,site-OHSU-UIUC,209218,001,1,sub-209218/ses-001/anat/sub-209218_ses-001_T2w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-10142015/anat/sub-Neuringer3442008112015KneeCoil_ses-20150811_T2w.nii.gz,T2w,F,,,,,,,Rhesus Macaque,,,,,,,
5302,site-OHSU-UIUC,209218,001,1,sub-209218/ses-001/func/sub-209218_ses-001_task-resting_bold.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-10142015/func/sub-Neuringer3442008112015KneeCoil_ses-20150811_task-resting_bold.nii.gz,bold,F,,,,,,,Rhesus Macaque,,,,,,,
5303,site-OHSU-UIUC,209218,001,1,sub-209218/ses-001/fmap/sub-209218_ses-001_dir-PA_epi.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-10142015/fmap/sub-Neuringer3442008112015KneeCoil_ses-20150811_dir-PA_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5304,site-OHSU-UIUC,209218,001,1,sub-209218/ses-001/fmap/sub-209218_ses-001_dir-AP_epi.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-10142015/fmap/sub-Neuringer3442008112015KneeCoil_ses-20150811_dir-AP_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5305,site-OHSU-UIUC,209218,002,4,sub-209218/ses-002/anat/sub-209218_ses-002_run-04_T1w.nii.gz,,1,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-08112015/anat/sub-Neuringer3435411162015KneeCoil_ses-20151116_run-04_T1w.nii.gz,T1w,F,0.18,9.14285714,64,,,,Rhesus Macaque,,,,,,,
5306,site-OHSU-UIUC,209218,002,3,sub-209218/ses-002/anat/sub-209218_ses-002_run-03_T1w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-08112015/anat/sub-Neuringer3435411162015KneeCoil_ses-20151116_run-03_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5307,site-OHSU-UIUC,209218,002,1,sub-209218/ses-002/anat/sub-209218_ses-002_T2w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-08112015/anat/sub-Neuringer3435411162015KneeCoil_ses-20151116_T2w.nii.gz,T2w,F,,,,,,,Rhesus Macaque,,,,,,,
5308,site-OHSU-UIUC,209218,002,1,sub-209218/ses-002/anat/sub-209218_ses-002_run-01_T1w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-08112015/anat/sub-Neuringer3435411162015KneeCoil_ses-20151116_run-01_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5309,site-OHSU-UIUC,209218,002,2,sub-209218/ses-002/anat/sub-209218_ses-002_run-02_T1w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-08112015/anat/sub-Neuringer3435411162015KneeCoil_ses-20151116_run-02_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5310,site-OHSU-UIUC,209218,002,1,sub-209218/ses-002/func/sub-209218_ses-002_task-resting_bold.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-08112015/func/sub-Neuringer3435411162015KneeCoil_ses-20151116_task-resting_bold.nii.gz,bold,F,,,,,,,Rhesus Macaque,,,,,,,
5311,site-OHSU-UIUC,209218,002,1,sub-209218/ses-002/fmap/sub-209218_ses-002_dir-PA_epi.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-08112015/fmap/sub-Neuringer3435411162015KneeCoil_ses-20151116_dir-PA_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5312,site-OHSU-UIUC,209218,002,1,sub-209218/ses-002/fmap/sub-209218_ses-002_dir-AP_epi.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-08112015/fmap/sub-Neuringer3435411162015KneeCoil_ses-20151116_dir-AP_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5313,site-OHSU-UIUC,209218,003,3,sub-209218/ses-003/anat/sub-209218_ses-003_run-03_T1w.nii.gz,,1,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-12032015/anat/sub-Neuringer3442010142015KneeCoil_ses-20151014_run-03_T1w.nii.gz,T1w,F,0.49,25.4285714,178,,,,Rhesus Macaque,,,,,,,
5314,site-OHSU-UIUC,209218,003,1,sub-209218/ses-003/anat/sub-209218_ses-003_T2w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-12032015/anat/sub-Neuringer3442010142015KneeCoil_ses-20151014_T2w.nii.gz,T2w,F,,,,,,,Rhesus Macaque,,,,,,,
5315,site-OHSU-UIUC,209218,003,4,sub-209218/ses-003/anat/sub-209218_ses-003_run-04_T1w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-12032015/anat/sub-Neuringer3442010142015KneeCoil_ses-20151014_run-04_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5316,site-OHSU-UIUC,209218,003,2,sub-209218/ses-003/anat/sub-209218_ses-003_run-02_T1w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-12032015/anat/sub-Neuringer3442010142015KneeCoil_ses-20151014_run-02_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5317,site-OHSU-UIUC,209218,003,1,sub-209218/ses-003/anat/sub-209218_ses-003_run-01_T1w.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-12032015/anat/sub-Neuringer3442010142015KneeCoil_ses-20151014_run-01_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5318,site-OHSU-UIUC,209218,003,1,sub-209218/ses-003/func/sub-209218_ses-003_task-resting_bold.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-12032015/func/sub-Neuringer3442010142015KneeCoil_ses-20151014_task-resting_bold.nii.gz,bold,F,,,,,,,Rhesus Macaque,,,,,,,
5319,site-OHSU-UIUC,209218,003,1,sub-209218/ses-003/fmap/sub-209218_ses-003_dir-PA_epi.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-12032015/fmap/sub-Neuringer3442010142015KneeCoil_ses-20151014_dir-PA_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5320,site-OHSU-UIUC,209218,003,1,sub-209218/ses-003/fmap/sub-209218_ses-003_dir-AP_epi.nii.gz,,0,34420,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34420/ses-12032015/fmap/sub-Neuringer3442010142015KneeCoil_ses-20151014_dir-AP_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5321,site-OHSU-UIUC,209219,001,1,sub-209219/ses-001/anat/sub-209219_ses-001_run-01_T1w.nii.gz,,1,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-05212015/anat/sub-Neuringer3404903202015KneeCoil_ses-20150320_run-01_T1w.nii.gz,T1w,M,0.49,25.5714286,179,,,,Rhesus Macaque,,,,,,,
5322,site-OHSU-UIUC,209219,001,2,sub-209219/ses-001/anat/sub-209219_ses-001_run-02_T1w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-05212015/anat/sub-Neuringer3404903202015KneeCoil_ses-20150320_run-02_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5323,site-OHSU-UIUC,209219,001,1,sub-209219/ses-001/anat/sub-209219_ses-001_T2w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-05212015/anat/sub-Neuringer3404903202015KneeCoil_ses-20150320_T2w.nii.gz,T2w,M,,,,,,,Rhesus Macaque,,,,,,,
5324,site-OHSU-UIUC,209219,001,3,sub-209219/ses-001/anat/sub-209219_ses-001_run-03_T1w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-05212015/anat/sub-Neuringer3404903202015KneeCoil_ses-20150320_run-03_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5325,site-OHSU-UIUC,209219,001,4,sub-209219/ses-001/anat/sub-209219_ses-001_run-04_T1w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-05212015/anat/sub-Neuringer3404903202015KneeCoil_ses-20150320_run-04_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5326,site-OHSU-UIUC,209219,001,1,sub-209219/ses-001/func/sub-209219_ses-001_task-resting_bold.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-05212015/func/sub-Neuringer3404903202015KneeCoil_ses-20150320_task-resting_bold.nii.gz,bold,M,,,,,,,Rhesus Macaque,,,,,,,
5327,site-OHSU-UIUC,209219,001,1,sub-209219/ses-001/fmap/sub-209219_ses-001_dir-AP_epi.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-05212015/fmap/sub-Neuringer3404903202015KneeCoil_ses-20150320_dir-AP_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5328,site-OHSU-UIUC,209219,001,1,sub-209219/ses-001/fmap/sub-209219_ses-001_dir-PA_epi.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-05212015/fmap/sub-Neuringer3404903202015KneeCoil_ses-20150320_dir-PA_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5329,site-OHSU-UIUC,209219,002,1,sub-209219/ses-002/anat/sub-209219_ses-002_run-01_T1w.nii.gz,,1,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-02052015/anat/sub-Neuringer34048KneeCoil02052015_ses-20150205_run-01_T1w.nii.gz,T1w,M,0.20,10.5714286,74,,,,Rhesus Macaque,,,,,,,
5330,site-OHSU-UIUC,209219,002,4,sub-209219/ses-002/anat/sub-209219_ses-002_run-04_T1w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-02052015/anat/sub-Neuringer34048KneeCoil02052015_ses-20150205_run-04_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5331,site-OHSU-UIUC,209219,002,1,sub-209219/ses-002/anat/sub-209219_ses-002_T2w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-02052015/anat/sub-Neuringer34048KneeCoil02052015_ses-20150205_T2w.nii.gz,T2w,M,,,,,,,Rhesus Macaque,,,,,,,
5332,site-OHSU-UIUC,209219,002,2,sub-209219/ses-002/anat/sub-209219_ses-002_run-02_T1w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-02052015/anat/sub-Neuringer34048KneeCoil02052015_ses-20150205_run-02_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5333,site-OHSU-UIUC,209219,002,3,sub-209219/ses-002/anat/sub-209219_ses-002_run-03_T1w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-02052015/anat/sub-Neuringer34048KneeCoil02052015_ses-20150205_run-03_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
